2.603467338910125939e-02,6.908181526753974566e+00
5.110188369938550856e-02,6.389463626668618446e+00
5.185246365578266570e-02,7.128178944710992226e+00
5.440473178969917889e-02,7.020801537225350053e+00
8.359541963062011583e-02,7.216562752252181134e+00
9.135793049080009887e-02,7.000134883037903322e+00
1.305730087737562162e-01,6.873702958930242524e+00
1.342887414739093455e-01,7.589902353959147696e+00
1.592909540181219885e-01,7.388539347756985620e+00
1.641898445500495907e-01,7.167187132205394384e+00
1.930618313212251191e-01,7.229087685886145920e+00
2.138913686199659381e-01,7.983372320264961353e+00
2.255524304761429288e-01,7.547497613687535356e+00
2.543199434025549266e-01,7.811791232679905050e+00
2.691598906898671206e-01,7.954241611254385447e+00
3.245971970046277466e-01,8.449235813457296018e+00
3.384508931683558597e-01,8.315817650403911188e+00
3.409542669675413862e-01,7.881483496422132973e+00
3.688797312938305595e-01,8.435656009122698862e+00
4.034864525299306504e-01,8.506698429644512061e+00
4.092972680756850057e-01,8.594394120468802356e+00
4.292714927999072838e-01,8.845878083790083224e+00
4.406124141411194017e-01,8.448873234609727945e+00
4.520240012084717485e-01,8.446747151628837713e+00
4.943544779947066647e-01,8.582355537769695175e+00
5.194895054942740842e-01,8.871506780007424098e+00
5.336545502057332691e-01,8.678522790428257139e+00
5.387775951926023765e-01,9.323247698792593852e+00
5.860464636388795778e-01,9.225404623414140914e+00
5.993093473490462841e-01,9.183833281447128627e+00
6.265170568594271572e-01,9.227873336557939510e+00
6.470826350693976714e-01,9.519168982812242774e+00
6.606696420077482479e-01,9.518272594169436829e+00
6.832273053422193154e-01,9.701740260621997791e+00
6.996525700065985287e-01,9.969672707502672537e+00
7.017438026032809528e-01,1.005821583410481246e+01
7.132485622455178031e-01,1.041135592680229038e+01
7.326848033500408253e-01,1.065193371753436757e+01
7.584211338832749227e-01,9.840973755645725518e+00
7.737797706415248111e-01,1.010101710464378932e+01
7.737853022371186107e-01,1.051223793843382914e+01
7.750468517465629592e-01,1.003670082162449084e+01
8.125500860959016247e-01,1.093289632384850840e+01
8.298116747493744505e-01,1.036646080005189852e+01
8.335068803906742207e-01,1.090928944083682062e+01
8.407356041749780573e-01,1.085669853410599117e+01
8.550919265922201085e-01,1.107434514446572926e+01
8.562446551947788809e-01,1.031247083823915567e+01
8.706447852365537532e-01,1.058279795492711273e+01
8.719898042840075192e-01,1.106457652054049667e+01
8.734945260535980083e-01,1.045503513926911232e+01
8.827098387096934395e-01,1.044413867674278684e+01
9.355749691646004784e-01,1.103500977952256257e+01
9.661396711035032947e-01,1.142048034698927950e+01
9.884736747638556142e-01,1.099459110120343830e+01
9.941475974690252571e-01,1.103640165355150415e+01
1.000016722340433484e+00,1.104358479776188240e+01
1.008000878758305241e+00,1.143515515225903023e+01
1.010473440037098269e+00,1.172079424620154953e+01
1.010492180243407923e+00,1.125048801303320900e+01
1.027156242531492847e+00,1.201204766436162430e+01
1.048133750600728442e+00,1.167305784844849015e+01
1.058284188554078131e+00,1.191106240648035453e+01
1.071208346995312644e+00,1.164646847791155260e+01
1.088416320296204276e+00,1.205733617494529852e+01
1.099324955757418287e+00,1.245028474116941375e+01
1.101955810648838519e+00,1.195779376976828345e+01
1.134288255255418543e+00,1.187849111453040685e+01
1.160008357755613284e+00,1.222540908068345367e+01
1.165369777058069101e+00,1.227142315005410289e+01
1.193490617957191580e+00,1.247507057645792017e+01
1.203634242810934785e+00,1.254390446386563340e+01
1.238541932701327397e+00,1.223513885538918267e+01
1.242267665538589805e+00,1.237575741386307016e+01
1.280813450429829636e+00,1.285429443176652065e+01
1.287683868296390033e+00,1.314639051210087040e+01
1.315024775318087924e+00,1.335271178489597332e+01
1.322962653430882707e+00,1.339191626662405810e+01
1.324404038536651562e+00,1.312479894519248091e+01
1.401504693214312480e+00,1.396427105937880953e+01
1.473494112574225801e+00,1.369934427541100597e+01
1.476799517241800697e+00,1.386545574855503737e+01
1.529919720903363034e+00,1.439797260385785016e+01
1.553118369994200609e+00,1.462343136841051638e+01
1.570670295633346925e+00,1.426781153329964624e+01
1.587274908883154145e+00,1.478505905868309256e+01
1.594809878065187148e+00,1.441862033207664595e+01
1.600516702265173619e+00,1.471833059561222257e+01
1.664033799269001745e+00,1.432861735992382890e+01
1.693122970714936004e+00,1.449081627724542898e+01
1.701701008009003369e+00,1.544895553358710671e+01
1.707950585278977584e+00,1.464189087462608185e+01
1.763304471497097126e+00,1.547849014792519284e+01
1.779040127892289824e+00,1.517845938328257027e+01
1.907484453889733311e+00,1.573826461322411241e+01
1.929102160178510328e+00,1.603384498300730954e+01
1.941160626754347085e+00,1.663170473028023366e+01
1.945821379749649749e+00,1.629938110849896660e+01
1.966306890714425437e+00,1.674824906553001114e+01
1.987704022842545770e+00,1.664078435503245501e+01
